salesanalysis,Design,Category_Code,VOCNO,GROSS_WT1,NETVALUECC1
1,DIAMOND RING,RN,28,1,3619.05
1,DIAMOND RING,RN,30,1,10000
1,DIAMOND BRACELET,BT,31,1,2857.14
1,DIAMOND EARRING,ER,31,1,5047.62
1,DIAMOND PENDANT,PN,32,1,952.38
1,DIAMOND BRACELET,BT,60,1,1714.29
1,DIAMOND CHOKER NECKLACE,NK,61,1,2142.86
1,DIAMOND EARRING(1 SINGLE PC),ER,61,1,2000
1,DIAMOND BRACELET,BT,63,1,2285.71
1,DIAMOND EARRING,ER,64,1,1809.52
1,DIAMOND,BN,74,1,2285.71
1,DIAMOND BANGLE,BN,23,1,4571.43
1,DIAMOND,PN,23,1,4000
1,DIAMOND EARRING,ER,19,1,5000
1,DIAMOND PENDANT,PN,21,1,2857.14
1,DIAMOND EARRING,ER,2,1,1190.48
1,DIAMOND BRACELET,BT,2,1,1809.52
1,DIAMOND PENDANT,PN,3,1,1961.9
1,DIAMOND RING,RN,4,1,1666.67
1,DIAMOND,PN,5,1,3095.24
1,DIAMOND RING,RN,12,1,7619.05
1,GOLD NECKLACE,GN,26,1,1857.14
1,DIAMOND PENDANT,PN,96,1,1800
1,DIAMOND RING,RN,97,1,9000
1,,,106,1,520
1,DIAMOND RING,RN,107,1,3830
1,DIAMOND RING,RN,108,1,1900
1,DIAMOND RING,RN,113,1,10000
1,DIAMOND PENDANT,PN,32,1,1700
1,DIAMOND PENDANT,PN,32,1,1700
1,DIAMOND PENDANT,PN,43,1,4050
1,GOLD EARRING,GER,33,1,1150
1,DIAMOND BRACELET,BR,40,1,3800
1,DIAMOND NOSE PIN,NP,34,1,500
1,DIAMOND BRACELET,BT,39,1,1650
1,DIAMOND,BT,37,1,20000
1,DIAMOND PENDANT,PN,45,1,1700
1,DIAMOND EARRING,ER,17,1,1142.86
1,,,25,1,47.62
1,GOLD EARRING,ER,11,1,1000
1,DIAMOND RING,RN,3,1,3333.33
1,DIAMOND EARRING,ER,21,1,2666.67
1,DIAMOND NECKLACE,NK,22,1,1380.95
1,DIAMOND RING,RN,4,1,3000
1,DIAMOND PENDANT,PN,8,1,1619.05
1,DIAMOND PENDANT,PN,14,1,2000
1,DIAMOND PENDANT,PN,15,1,12285.71
1,DIAMOND PENDANT,PN,16,1,2000
1,DIAMOND BRACELET,BT,47,1,3809.52
1,DIAMOND RING,RN,56,1,10428.57
1,DIAMOND EARRING,ER,57,1,4761.9
1,DIAMOND BANGLE,BN,39,1,4571.43
1,DIAMOND RING,,39,1,3380.95
1,DIAMOND,ER,39,1,1666.67
1,DIAMOND PENDANT,PN,37,1,2600
1,DIAMOND RING,,49,1,2857.14
1,DIAMOND RING,RN,354,1,3571.43
1,DIAMOND PENDANT,PN,342,1,2285.71
1,DIAMOND EARRING,ER,342,1,2380.95
1,DIAMOND EARRING,,350,1,1428.57
1,DIAMOND NECKLACE,NK,360,1,1352.38
1,DIAMOND BRACELET,BT,360,1,1361.9
1,DIAMOND EARRING,ER,360,1,2047.62
1,DIAMOND,NK,361,1,7428.57
1,DIAMOND SUITI,SUT,366,1,4190.48
1,DIAMOND RING,RN,367,1,4095.24
1,DIAMOND PENDANT,PN,369,1,2761.9
1,DIAMOND NECKLACE,NK,174,1,23809.52
1,DIAMOND EARRING,ER,103,1,2904.76
1,DIAMOND PENDANT,PN,103,1,1666.67
1,DIAMOND PENDANT,PN,4,-1,-1666.67
1,DIAMOND EARRING,ER,4,-1,-2904.76
1,DIAMOND EARRING,ER,104,1,3142.86
1,DIAMOND PENDANT,PN,104,1,3523.81
1,DIAMOND RING,RN,3,-1,-1428.57
1,DIAMOND RING,RN,3,-1,-4857.14
1,DIAMOND PENDANT,PN,91,1,4285.71
1,DIAMOND PENDANT,,90,1,619.05
1,DIAMOND ANKLET,AN,90,1,1261.9
1,DIAMOND PENDANT,,90,1,680.95
1,DIAMOND PENDANT,PN,90,1,1142.86
1,GOLD  BRACELET WITH COLOR STONE,BT,99,1,1476.19
1,DIAMOND PENDANT,PN,110,1,800
1,DIAMOND PENDANT,PN,118,1,2670
1,DIAMOND EARRING,ER,118,1,1785
1,DIAMOND PENDANT,PN,118,1,975
1,DIAMOND EARRING,ER,118,1,1315
1,DIAMOND,BN,118,1,2585
1,DIAMOND EARRING,ER,117,1,2165
1,DIAMOND BRACELET,BT,117,1,1800
1,DIAMOND EARRING,ER,117,1,3080
1,DIAMOND PENDANT,PN,117,1,2600
1,DIAMOND EARRING,ER,117,1,1850
1,DIAMOND RING,RN,117,1,2730
1,DIAMOND PENDANT,PN,117,1,2715
1,DIAMOND BANGLE,BN,117,1,4975
1,DIAMOND EARRING,ER,117,1,3050
1,DIAMOND ANKLET,AN,117,1,1125
1,DIAMOND RING,RN,45,1,4047.62
1,DIAMOND,PN,49,1,476.19
1,Diamond Ring,,38,1,1714.29
1,DIAMOND JEWELLERY MOUNTING,ER,3,-1,-6380.95
1,DIAMOND EARRING,ER,44,1,13333.33
1,DIAMOND JEWELLERY MOUNTING,ER,43,1,6380.95
1,DIAMOND PENDANT,PN,48,1,1714.29
1,Diamond Ring,,46,1,2380.95
1,Multi Tourmaline              ,,33,1,666.67
1,DIAMOND EARRING,ER,47,1,1428.57
1,GOLD RING,RN,50,1,2000
1,DIAMOND PENDANT,PN,42,1,2000
1,DIAMOND EARRING,ER,42,1,1904.76
1,DIAMOND BANGLE,BN,27,1,13333.33
1,DIAMOND BANGLE,BN,27,1,13333.33
1,DIAMOND RING,RN,28,1,7333.33
1,DIAMOND PENDANT,PN,32,1,1238.1
1,DIAMOND PENDANT,PN,58,1,4095.24
1,DIAMOND EARRING,ER,58,1,6571.43
1,DIAMOND ANKLET,AN,60,1,857.14
1,DIAMOND PENDANT,PN,61,1,1571.43
1,DIAMOND RING,RN,56,1,15000
1,DIAMOND RING,RN,59,1,2000
1,Diamond Bangle,,198,1,2952.38
1,DIAMOND RING,RN,198,1,2095.24
1,DIAMOND RING,RN,94,1,5238.1
1,DIAMOND RING,RN,8,-1,-1000
1,Multi Tourmaline              ,,8,-1,-10428.57
1,DIAMOND BRACELET,BT,89,1,30476.19
1,DIAMOND EARRING,ER,93,1,4880.95
1,DIAMOND RING,RN,25,1,1428.57
1,DIAMOND BRACELET,BT,27,1,1714.29
1,DIAMOND RING,RN,31,1,17642.86
1,DIAMOND EARRING,ER,32,1,1333.33
1,DIAMOND RING,RN,33,1,12857.14
1,DIAMOND BRACELET,BT,64,1,5619.05
1,DIAMOND RING,RN,53,1,1285.71
1,PEARL EARRING,ER,50,1,2380.95
1,DIAMOND EARRING,ER,61,1,666.67
1,Multi Tourmaline              ,,65,1,3190.48
1,DIAMOND EARRING,ER,62,1,2128.57
1,DIAMOND PENDENT,PN,62,1,2395.24
1,DIAMOND PENDANT,PN,60,1,2476.19
1,GOLD PENDANT,PN,56,1,147.62
1,GOLD EARRING,ER,56,1,328.57
1,GOLD EARRING,ER,56,1,266.67
1,GOLD PENDANT,PN,56,1,114.29
1,Multi Tourmaline              ,,66,1,142.86
1,DIAMOND CHOKER NECKLACE,NK,66,1,2333.33
1,DIAMOND PENDANT,PN,51,1,542.86
1,DIAMOND BRACELET,BT,52,1,1714.29
1,DIAMOND RING,RN,54,1,2857.14
1,GOLD EARRING,ER,55,1,952.38
1,Diamond Ring,,58,1,1952.38
1,Diamond Necklace,,59,1,619.05
1,DIAMOND BRACELET,BT,63,1,2095.24
1,DIAMOND RING,RN,63,1,761.9
1,DIAMOND EARRING,ER,73,1,5238.1
1,DIAMOND,PN,59,1,3714.29
1,Diamond Bracelet,,59,1,2285.71
1,DIAMOND,BN,62,1,3219.56
1,DIAMOND RING,RN,62,1,1423.52
1,DIAMOND RING,RN,62,1,2145.3
1,DIAMOND RING,RN,62,1,3687.8
1,DIAMOND BANGLE,,65,1,5238.1
1,DIAMOND PENDANT,PN,67,1,1857.14
1,DIAMOND EARRING,ER,345,1,2142.86
1,DIAMOND EARRING,ER,351,1,1571.43
1,DIAMOND PENDANT,PN,351,1,1380.95
1,DIAMOND EARRING,ER,368,1,1571.43
1,DIAMOND PENDANT,PN,368,1,1666.67
1,DIAMOND RING,RN,371,1,2380.95
1,GOLD NECKLACE,GNK,358,1,2666.67
1,Multi Tourmaline              ,,355,1,476.19
1,DIAMOND RING,RN,26,-1,-6571.43
1,DIAMOND RING,RN,374,1,4476.19
1,DIAMOND EARRING,ER,374,1,2095.24
1,DIAMOND EARRING,ER,354,1,4904.76
1,DIAMOND BRACELET,BT,354,1,3000
1,DIAMOND PENDANT,PN,354,1,4476.19
1,DIAMOND BRACELET,BT,364,1,1238.1
1,DIAMOND BRACELET,BT,376,1,1857.14
1,Multi Tourmaline              ,,70,1,333.33
1,DIAMOND PENDANT,PN,484,1,1523.81
1,GOLD NECKLACE,GN,474,1,1047.62
1,DIAMOND RING,RN,468,1,9714.29
1,DIAMOND RING,RN,468,1,1666.67
1,DIAMOND ANKLET,AN,468,1,904.76
1,DIAMOND BRACELET,BT,469,1,5238.1
1,DIAMOND RING,RN,495,1,9028.57
1,GOLD EARRING,ER,20,1,238.1
1,DIAMOND RING,RN,6,1,2247.62
1,DIAMOND RING,RN,8,1,4666.67
1,GOLD EARRING,ER,13,1,238.1
1,DIAMOND RING,RN,14,1,1857.14
1,DIAMOND BRACELET,BT,18,1,19047.62
1,DIAMOND EARRING,ER,25,1,3380.98
1,,,25,1,285.71
1,GOLD EARRING,ER,42,1,428.57
1,DIAMOND RING,RN,48,1,2238.1
1,Dia Bangle,,53,1,4428.57
1,DIAMOND RING,RN,52,1,3809.52
1,DIAMOND RING,RN,57,1,5523.81
1,DIAMOND BRACELET,BT,57,1,2857.14
1,DIAMOND RING,RN,58,1,11190.48
1,DIAMOND RING,RN,4,-1,-5523.81
1,DIAMOND BRACELET,BT,4,-1,-2857.14
1,DIAMOND ANKLET,AN,62,1,2780.95
1,DIAMOND PENDANT,PN,63,1,1000
1,DIAMOND PENDANT,PN,33,1,760.95
1,DIAMOND RING,RN,33,1,1761.9
1,DIAMOND CHOKER NECKLACE,NK,33,1,2924.76
1,DIAMOND  RING,RN,44,1,15238.1
1,DIAMOND BANGLE,BN,72,1,6285.71
1,DIAMOND PENDANT,PN,74,1,1619.05
1,DIAMOND BRACELET,BT,9,1,1700
1,DIAMOND EARRING,ER,7,1,2450
1,DIAMOND EARRING,ER,7,1,8050
1,DIAMOND PENDANT,PN,11,1,1800
1,DIAMOND BRACELET,BT,11,1,1700
1,DIAMOND RING,RN,10,1,3300
1,DIAMOND PENDANT,PN,10,1,1900
1,DIAMOND PENDANT,PN,170,1,1850
1,DIAMOND CHOKER NECKLACE,NK,162,1,2000
1,DIAMOND RING,RN,164,1,7600
1,DIAMOND BRACELET,BR,173,1,1700
1,DIAMOND RING,RN,86,1,3333.33
1,DIAMOND RING,RN,86,1,3333.33
1,DIAMOND,RN,87,1,3047.62
1,DIAMOND BRACELET,BT,94,1,12747.62
1,DIAMOND RING,RN,100,1,4000
1,DIAMOND RING,RN,101,1,3019.05
1,DIAMOND RING,RN,101,1,4561.9
1,Diamond Earring,,46,1,3142.86
1,DIAMOND RING,RN,49,1,2271.43
1,DIAMOND EARRING,ER,434,1,2285.71
1,GOLD EARRING,ER,433,1,2666.67
1,DIAMOND BRACELET,BT,432,1,1523.81
1,GOLD EARRING WITH COLOUR STONE,GER,439,1,1523.81
1,DIAMOND RING,RN,439,1,3714.29
1,DIAMOND BANGLE,BN,440,1,5476.19
1,GOLD EARRING,,435,1,257.14
1,DIAMOND PENDANT WITH CHAIN,PN,437,1,3809.52
1,DIAMOND PENDANT,PN,111,1,3900
1,DIAMOND RING,RN,119,1,10000
1,DIAMOND PENDANT,PN,120,1,1650
1,DIAMOND PENDANT,PN,63,1,2500
1,DIAMOND EARRING,ER,46,1,2600
1,DIAMOND EARRING,ER,50,1,4100
1,DIAMOND PENDANT,PN,68,1,1280
1,DIAMOND EARRING,ER,68,1,2020
1,DIAMOND PENDANT,PN,48,1,3300
1,DIAMOND EARRING,ER,54,1,2700
1,DIAMOND RING,RN,61,1,6500
1,DIAMOND PENDANT,PN,61,1,1900
1,DIAMOND EARRING,ER,61,1,2600
1,DIAMOND PENDANT,PN,65,1,1350
1,DIAMOND RING,RN,65,1,1200
1,DIAMOND PENDANT,PN,69,1,1600
1,DIAMOND PENDANT,PN,379,1,2704.79
1,DIAMOND BANGLE,BN,406,1,6125
1,DIAMOND BANGLE,BN,406,1,3050
1,DIAMOND RING,RN,406,1,2825
1,DIAMOND EARRING,ER,383,1,12000
1,DIAMOND BANGLE,BN,24,1,15208.48
1,GOLD EARRING,ER,24,1,3956.26
1,GOLD BRACELET,BR,24,1,2726.81
1,DIAMOND BANGLE,BN,24,1,8118.04
1,DIAMOND RING,RN,24,1,3486.5
1,DIAMOND PENDANT,PN,312,1,1900
1,DIAMOND CHOKER NECKLACE,NK,281,1,6000
1,DIAMOND CHOKER NECKLACE,NK,21,-1,-6000
1,DIAMOND CHOKER NECKLACE,NK,290,1,6000
1,DIAMOND PENDANT WITH CHAIN,PN,282,1,1880
1,DIAMOND EARRING,ER,282,1,485
1,DIAMOND EARRING,ER,310,1,495
1,DIAMOND BRACELET,BT,310,1,3115
1,DIAMOND RING,RN,276,1,623.9
1,DIAMOND BRACELET,BT,305,1,1049.62
1,DIAMOND RING,RN,305,1,917.5
1,DIAMOND BANGLE,BN,291,1,5800
1,DIAMOND RING,RN,291,1,2240
1,DIAMOND RING,RN,291,1,2250
1,,,287,1,460
1,DIAMOND RING,RN,148,1,5904.76
1,DIAMOND RING,RN,142,1,1619.05
1,GOLD BRACELET WITH MOP,GBT,145,1,1571.43
1,GOLD BRACELET,BT,151,1,952.38
1,DIAMOND EARRING,ER,152,1,1595.24
1,DIAMOND EARRING,ER,152,1,976.19
1,DIAMOND RING,RN,156,1,3380.95
1,DIAMOND RING,RN,156,1,3514.29
1,DIAMOND RING,RN,159,1,6190.48
1,GOLD BRACELET WITH MOP,,168,1,2000
1,DIAMOND EARRING,ER,71,1,2000
1,DIAMOND RING,RN,72,1,6270
1,DIAMOND EARRING,ER,72,1,9230
1,DIAMOND BRACELET,BR,80,1,1700
1,DIAMOND BRACELET,BT,81,1,1700
1,DIAMOND EARRING,ER,91,1,1900
1,DIAMOND PENDANT,PN,94,1,1980
1,Diamond Ring,,225,1,8000
1,DIAMOND PENDANT,PN,226,1,1647.62
1,DIAMOND PENDANT,PN,226,1,1647.62
1,DIAMOND PENDANT,PN,226,1,2952.38
1,DIAMOND PENDANT,PN,226,1,2723.81
1,DIAMOND PENDANT,PN,226,1,1647.62
1,DIAMOND PENDANT,PN,13,-1,-5190.48
1,DIAMOND RING,RN,190,1,6047.62
1,DIAMOND BRACELET,BT,194,1,1714.29
1,DIAMOND RING,RN,197,1,3333.33
1,DIAMOND RING,RN,14,-1,-3333.33
1,DIAMOND RING,RN,204,1,3571.43
1,Diamond Earring,,201,1,4380.95
1,DIAMOND BRACELET,BT,206,1,1619.05
1,DIAMOND EARRING,ER,138,1,1904.76
1,DIAMOND PENDANT,PN,138,1,1428.57
1,DIAMOND RING,RN,138,1,1619.05
1,DIAMOND NECKLACE,NK,227,1,828.57
1,DIAMOND CHOKER NECKLACE,NK,227,1,2980.95
1,DIAMOND BANGLE,BN,237,1,3761.9
1,DIAMOND BANGLE,BN,237,1,3571.43
1,DIAMOND EARRING,ER,237,1,3666.67
1,DIAMOND RING,RN,237,1,3904.76
1,DIAMOND RING,RN,237,1,3904.76
1,DIAMOND,PN,256,1,11000
1,DIAMOND BANGLE,BN,242,1,7000
1,DIAMOND NECKLACE,NK,199,1,7686
1,DIAMOND RING,RN,200,1,783
1,Multi Tourmaline              ,,200,1,38
1,DIAMOND ANKLET,AN,206,1,957
1,DIAMOND ANKLET,AN,206,1,1052
1,DIAMOND ANKLET,AN,206,1,986
1,DIAMOND PENDANT,PN,217,1,467
1,DIAMOND EARRING,ER,217,1,342
1,DIAMOND,PN,217,1,176
1,DIAMOND RING,RN,244,1,916
1,DIAMOND RING,RN,244,1,905
1,Multi Tourmaline              ,,147,1,1428.57
1,DIAMOND RING,RN,148,1,2857.14
1,DIAMOND,BN,149,1,3285.71
1,DIAMOND RING,RN,149,1,2333.33
1,DIAMOND PENDANT,PN,151,1,952.38
1,DIAMOND EARRING,ER,151,1,1000
1,DIAMOND PENDANT,PN,152,1,1742.86
1,DIAMOND EARRING,ER,152,1,2857.14
1,DIAMOND EARRING,ER,152,1,2047.62
1,DIAMOND PENDANT,PN,152,1,1571.43
1,DIAMOND RING,RN,62,1,3428.57
1,DIAMOND EARRING,ER,62,1,2523.81
1,DIAMOND NECKLACE,NK,62,1,2380.95
1,Multi Tourmaline              ,,60,1,190.48
1,DIAMOND RING,RN,55,1,3380.95
1,GOLD CHAIN (18KT),DIA,63,1,4952.38
1,Multi Tourmaline              ,,82,1,152.38
1,DIAMOND RING,RN,69,1,1285.71
1,DIAMOND PENDANT,PN,72,1,990.48
1,DIAMOND PENDANT,PN,73,1,1761.9
1,DIAMOND BRACELET,BT,74,1,2095.24
1,DIAMOND RING,RN,81,1,2566.67
1,DIAMOND EARRING,ER,81,1,4047.62
1,DIAMOND PENDANT,PN,81,1,2442.86
1,DIAMOND BRACELET,BT,473,1,1238.1
1,DIAMOND BRACELET,BT,462,1,2809.52
1,DIAMOND BANGLE,BN,467,1,5142.86
1,GOLD EARRING,ER,26,-1,-257.14
1,DIAMOND BRACELET,BR,440,1,1904.76
1,DIAMOND RING,RN,445,1,3523.81
1,DIAMOND RING,RN,444,1,1428.57
1,DIAMOND PENDANT,PN,446,1,2238.1
1,DIAMOND CHOKER NECKLACE,NK,450,1,2952.38
1,DIAMOND NECKLACE,NK,456,1,3000
1,GOLD EARRING,ER,458,1,238.1
1,GOLD EARRING,ER,28,-1,-238.1
1,DIAMOND RING,RN,474,1,1714.29
1,DIAMOND RING,RN,475,1,904.76
1,DIAMOND RING,RN,476,1,5238.1
1,GOLD EARRING,ER,484,1,333.33
1,,,225,1,500
1,DIAMOND CHOKER NECKLACE,NK,237,1,3650
1,DIAMOND BANGLE,BN,227,1,20000
1,DIAMOND RING,RN,228,1,8000
1,DIAMOND NECKLACE,NK,90,1,1380.95
1,DIAMOND RING,RN,94,1,1904.76
1,DIAMOND,RN,94,1,2095.24
1,DIAMOND RING,RN,94,1,1619.05
1,DIAMOND BRACELET,BT,94,1,2095.24
1,DIAMOND BRACELET,BT,99,1,1476.19
1,DIAMOND BRACELET,BT,99,1,2476.19
1,DIAMOND BANGLE,BN,99,1,3095.24
1,DIAMOND BRACELET,BT,166,1,2571.43
1,DIAMOND BRACELET,BT,10,-1,-2571.43
1,DIAMOND BANGLE,BN,167,1,6428.57
1,DIAMOND EARRING,ER,155,1,1428.57
1,DIAMOND EARRING,REP,155,1,1285.71
1,DIAMOND EARRING,ER,155,1,1238.1
1,DIAMOND EARRING,ER,165,1,1714.29
1,DIAMOND RING,RN,165,1,1428.57
1,DIAMOND PENDANT,PN,165,1,2333.33
1,DIAMOND PENDANT,PN,427,1,3523.81
1,,,421,1,171.43
1,DIAMOND BRACELET,BT,426,1,1476.19
1,DIAMOND RING,RN,423,1,10857.14
1,,,424,1,285.71
1,DIAMOND RING,RN,428,1,6666.67
1,,,430,1,1238.1
1,DIAMOND RING,RN,242,1,2761.9
1,DIAMOND,BN,57,1,2000
1,DIAMOND RING,RN,2,-1,-17142.86
1,DIAMOND RING,RN,2,-1,-5714.29
1,Diamond Pendant,,62,1,7809.52
1,Diamond Earring,,62,1,15523.81
1,Diamond Bangle,,64,1,13333.33
1,DIAMOND BANGLE,BN,63,1,3571.43
1,DIAMOND RING,RN,63,1,2809.52
1,DIAMOND CHOKER NECKLACE,NK,196,1,2809.52
1,DIAMOND EARRING,ER,244,1,2190.48
1,DIAMOND NECKLACE,NK,166,1,3257.14
1,DIAMOND CHOKER NECKLACE,NK,166,1,2038.1
1,GOLD NECKLACE,,174,1,3523.81
1,DIAMOND EARRING,ER,175,1,23035.24
1,DIAMOND RING,RN,204,1,2380.95
1,DIAMOND BRACELET,BT,215,1,8190.48
1,DIAMOND,PN,215,1,6666.67
1,DIAMOND EARRING,ER,215,1,1142.86
1,Multi Tourmaline              ,,218,1,1238.1
1,DIAMOND EARRING,ER,218,1,1142.86
1,Multi Tourmaline              ,,211,1,1476.19
1,Multi Tourmaline              ,,232,1,190.48
1,DIAMOND RING,RN,92,1,2857.14
1,DIAMOND EARRING,ER,93,1,3952.38
1,,,143,1,2571.43
1,DIAMOND ANKLET,AN,298,1,1285.71
1,DIAMOND BANGLE,,308,1,4285.71
1,GOLD BRACELET,GB,279,1,2000
1,GOLD NECKLACE,GN,279,1,3333.33
1,DIAMOND RING,RN,280,1,2142.86
1,DIAMOND CHOKER NECKLACE,NK,288,1,4761.9
1,DIAMOND EARRING,ER,296,1,2000
1,DIAMOND PENDANT,PN,305,1,1380.95
1,DIAMOND EARRING,ER,310,1,2095.24
1,DIAMOND RING,RN,313,1,2238.1
1,DIAMOND BRACELET,BT,157,1,1761.9
1,DIAMOND BRACELET,BR,159,1,1904.76
1,DIAMOND BANGLE,,153,1,9523.81
1,DIAMOND RING,RN,155,1,2666.67
1,DIAMOND,PN,161,1,3047.62
1,DIAMOND RING,RN,167,1,4095.24
1,DIAMOND RING,RN,168,1,3047.62
1,DIAMOND RING,RN,169,1,1428.57
1,DIAMOND PENDANT,PN,76,1,7571.43
1,DIAMOND EARRING,ER,76,1,13523.81
1,DIAMOND RING,RN,76,1,11285.71
1,LMRING4-9MM,RN,74,1,7619.05
1,DIAMOND RING,RN,3,-1,-8380.95
1,Multi Tourmaline              ,,163,1,114.29
1,DIAMOND RING,RN,141,1,1428.57
1,DIAMOND PENDANT,PN,149,1,1428.57
1,DIAMOND RING,RN,153,1,4095.24
1,DIAMOND EARRING,,153,1,5428.57
1,DIAMOND BRACELET,BT,175,1,5238.1
1,DIAMOND RING,RN,188,1,7304.76
1,DIAMOND RING,RN,81,1,1904.76
1,DIAMOND EARRING,ER,102,1,1904.76
1,DIAMOND PENDANT,PN,77,1,4238.1
1,DIAMOND EARRING,ER,88,1,3166.67
1,DIAMOND PENDANT,PN,88,1,2500
1,DIAMOND EARRING,,82,1,1666.67
1,DIAMOND EARRING,,6,-1,-1666.67
1,DIAMOND,BN,86,1,2047.62
1,DIAMOND BRACELET,BT,71,1,2476.19
1,DIAMOND RING,RN,96,1,1333.33
1,DIAMOND CHOKER NECKLACE,NK,100,1,2952.38
1,DIAMOND RING,RN,103,1,3523.81
1,GOLD BRACELET,BR,601,1,462
1,GOLD BRACELET,BR,601,1,466
1,DIAMOND PENDANT,PN,557,1,1080
1,DIAMOND BANGLE,BN,34,-1,-8147.4
1,GOLD BANGLE,BN,34,-1,-6279.37
1,GOLD BANGLE,BN,34,-1,-4726.96
1,DIAMOND BANGLE WITH TARQUISE,BN,34,-1,-4330.6
1,DIAMOND BANGLE,BN,34,-1,-5872
1,GOLD EARRING WITH MALACATE,ER,34,-1,-2036.85
1,DIAMOND PENDENT,PN,34,-1,-5600.42
1,DIAMOND PENDENT,PN,34,-1,-4227.84
1,DIAMOND PENDANT,PN,34,-1,-2789.2
1,DIAMOND BRACELET,BR,34,-1,-2429.54
1,DIAMOND PENDENT WITH MELACATE,PN,34,-1,-1757.93
1,DIAMOND BRACELET,BR,34,-1,-2113.92
1,DIAMOND PENDANT,PN,34,-1,-1321.2
1,DIAMOND RING,RN,34,-1,-3897.54
1,DIAMOND RING,RN,34,-1,-3009.4
1,DIAMOND RING,RN,34,-1,-1677.19
1,DIAMOND RING,RN,34,-1,-2168.97
1,DIAMOND BANGLE,BN,34,-1,-8995.17
1,DIAMOND BANGLE,BN,34,-1,-8415.31
1,GOLD BRACELET WITH MALACATE,BR,34,-1,-3225.93
1,GOLD BRACELET,BR,34,-1,-3383.74
1,DIAMOND BANGLE,BN,574,1,6066.51
1,GOLD BANGLE,BN,574,1,5130.66
1,GOLD BANGLE,BN,574,1,3904.88
1,DIAMOND BANGLE WITH TARQUISE,BN,574,1,3170.88
1,DIAMOND BANGLE,BN,574,1,4165.45
1,DIAMOND BANGLE,BN,574,1,5750.89
1,GOLD BRACELET WITH MALACATE,BR,574,1,2932.33
1,GOLD BRACELET,BR,574,1,2756.17
1,GOLD EARRING WITH MALACATE,ER,574,1,1812.98
1,DIAMOND PENDENT,PN,574,1,4415.01
1,DIAMOND PENDENT,PN,574,1,3002.06
1,DIAMOND PENDANT,PN,574,1,1794.63
1,DIAMOND BRACELET,BR,574,1,1431.3
1,DIAMOND PENDENT WITH MELACATE,PN,574,1,1468
1,DIAMOND PENDANT,PN,574,1,1280.83
1,DIAMOND BRACELET,BR,574,1,1229.45
1,DIAMOND PENDANT,PN,574,1,697.3
1,DIAMOND RING,RN,574,1,2132.27
1,DIAMOND RING,RN,574,1,1075.31
1,DIAMOND RING,RN,574,1,1288.17
1,DIAMOND RING,RN,554,1,2767.18
1,DIAMOND RING,RN,554,1,2572.67
1,DIAMOND RING,RN,31,-1,-3670
1,DIAMOND RING,RN,31,-1,-3317.68
1,GOLD BRACELET,BR,571,1,477
1,DIAMOND BRACELET,BR,571,1,511
1,GOLD PENDANT WITH CHAIN,PN,571,1,1962
1,GOLD BRACELET,BR,579,1,470
1,GOLD BRACELET,BR,579,1,453
1,GOLD BRACELET,BR,579,1,457
1,GOLD BRACELET,BR,579,1,459
1,GOLD BRACELET,BR,579,1,455
1,DIAMOND BRACELET,BR,579,1,488
1,GOLD BRACELET,BR,579,1,452
1,GOLD BRACELET,BR,579,1,455
1,DIAMOND BRACELET,BR,579,1,541
1,GOLD BRACELET,BR,579,1,455
1,DIAMOND BRACELET,BR,579,1,538
1,DIAMOND BRACELET,BR,579,1,510
1,GOLD BRACELET,BR,579,1,499
1,GOLD BRACELET,BR,579,1,499
1,GOLD BRACELET,BR,579,1,495
1,GOLD PENDANT WITH CHAIN,PN,579,1,1811
1,GOLD PENDANT WITH CHAIN,PN,579,1,1809
1,DIAMOND BRACELET,BR,579,1,533
1,DIAMOND BRACELET,BR,589,1,489
1,GOLD BRACELET,BR,589,1,494
1,GOLD BRACELET,BR,589,1,452
1,GOLD BRACELET,BR,589,1,462
1,DIAMOND RING,RN,589,1,1517
1,GOLD BRACELET,BR,589,1,482
1,GOLD BRACELET,BR,589,1,481
1,GOLD BRACELET,BR,589,1,489
1,GOLD BRACELET,BR,589,1,494
1,GOLD BRACELET,BR,589,1,497
1,GOLD BRACELET,BR,589,1,489
1,GOLD BRACELET,BR,601,1,497
1,GOLD BRACELET,BR,601,1,449
1,GOLD BRACELET,BR,601,1,497
1,GOLD BRACELET,BR,601,1,502
1,GOLD BRACELET,BR,601,1,462
1,GOLD BRACELET,BR,601,1,459
1,GOLD BRACELET,BR,601,1,459
1,GOLD BRACELET,BR,601,1,444
1,GOLD BRACELET,BR,601,1,497
1,GOLD BRACELET,BR,601,1,497
1,GOLD BRACELET,BR,601,1,491
1,GOLD BRACELET,BR,601,1,491
1,GOLD BRACELET,BR,601,1,506
1,GOLD BRACELET,BR,601,1,497
1,GOLD BRACELET,BR,601,1,506
1,GOLD BRACELET,BR,601,1,499
1,GOLD BRACELET,BR,601,1,491
1,GOLD BRACELET,BR,601,1,497
1,GOLD BRACELET,BR,601,1,462
1,GOLD BRACELET,BR,601,1,501
1,GOLD BRACELET,BR,601,1,481
1,Multi Tourmaline              ,,573,1,130
1,DIAMOND PENDANT,PN,39,1,3809.52
1,DIAMOND PENDANT,PN,39,1,4047.62
1,DIAMOND EARRING,ER,40,1,3809.52
1,CHOKER NECKLACE,NK,40,1,3809.52
1,DIAMOND EARRING,ER,35,1,15666.67
1,Multi Tourmaline              ,,170,1,333.33
1,Multi Tourmaline              ,,182,1,4761.9
