salesanalysis,Design,Category_Code,VOCNO,GROSS_WT1,NETVALUECC1
1,DIAMOND BRACELET,BR,322,1,2761.9
1,DIAMOND,PN,315,1,5428.57
1,DIAMOND RING,RN,297,1,17142.86
1,DIAMOND PENDANT,PN,301,1,2000
1,DIAMOND CHOKER NECKLACE,NK,318,1,5014.29
1,Multi Tourmaline              ,,173,1,285.71
1,DIAMOND RING,RN,137,1,9047.62
1,DIAMOND RING,RN,141,1,4761.9
1,DIAMOND EARRING,ER,141,1,2380.95
1,DIAMOND PENDANT,PN,152,1,4742.86
1,DIAMOND EARRING,ER,152,1,5019.05
1,DIAMOND RING,RN,154,1,1380.95
1,DIAMOND NECKLACE,NK,167,1,51428.57
1,DIAMOND PENDANT,PN,171,1,1714.29
1,Multi Tourmaline              ,,172,1,333.33
1,GOLD BROOCH,BRCH,20,1,2100
1,GOLD BROOCH,BRCH,20,1,2100
1,GOLD BROOCH,BRCH,20,1,2100
1,DIAMOND EARRING,ER,25,-1,-8147.62
1,DIAMOND RING,RN,25,-1,-12761.9
1,DIAMOND RING,RN,477,1,12761.9
1,DIAMOND EARRING,ER,477,1,8147.62
1,DIAMOND RING,RN,546,1,5238.1
1,DIAMOND NECKLACE,NK,544,1,11714.29
1,DIAMOND PENDANT,PN,23,-1,-2095.24
1,,,541,1,95.24
1,DIAMOND RING,RN,489,1,4761.9
1,DIAMOND RING,RN,487,1,2619.05
1,DIAMOND RING,RN,468,1,2142.86
1,DIAMOND RING,RN,24,-1,-2142.86
1,DIAMOND RING,RN,467,1,2380.95
1,DIAMOND RING,RN,476,1,6476.19
1,DIAMOND,NK,475,1,16952.38
1,DIAMOND PENDANT,PN,494,1,1904.76
1,DIAMOND EARRING,ER,501,1,6800
1,DIAMOND RING,RN,501,1,2485.71
1,DIAMOND RING,RN,501,1,3571.43
1,DIAMOND BANGLE,BN,506,1,4190.48
1,DIAMOND BRACELET,BT,506,1,2714.29
1,DIAMOND PENDANT,,511,1,1428.57
1,DIAMOND RING,RN,533,1,2857.14
1,DIAMOND RING,RN,533,1,7142.86
1,GOLD PENDANT,PN,534,1,2285.71
1,GOLD EARRING,ER,539,1,214.29
1,DIAMOND PENDANT,PN,542,1,2952.38
1,DIAMOND CHOKER NECKLACE,NK,543,1,3129.52
1,DIAMOND BANGLE,BN,543,1,8775.24
1,DIAMOND RING,RN,496,1,4000
1,DIAMOND EARRING,ER,496,1,4571.43
1,DIAMOND BRACELET,BT,512,1,2595.24
1,DIAMOND RING,RN,512,1,2166.67
1,DIAMOND BRACELET,RN,121,1,1428.57
1,DIAMOND  RING,RN,122,1,5242.86
1,DIAMOND  RING,RN,122,1,5242.86
1,DIAMOND RING,RN,122,1,11534.29
1,DIAMOND PENDANT,PN,470,1,1666.67
1,DIAMOND RING,RN,539,1,4142.86
1,DIAMOND RING,RN,510,1,1666.67
1,DIAMOND BRACELET,BT,526,1,3809.52
1,DIAMOND RING,RN,28,-1,-7323.81
1,DIAMOND RING,RN,28,-1,-13038.1
1,DIAMOND RING,RN,507,1,5500
1,DIAMOND RING,RN,507,1,3747.62
1,DIAMOND,PN,507,1,11495.24
1,DIAMOND RING,RN,472,1,7119.05
1,DIAMOND ANKLET,AN,478,1,2000
1,DIAMOND ANKLET,AN,478,1,1285.71
1,DIAMOND RING,RN,479,1,4114.29
1,DIAMOND RING,RN,527,1,5904.76
1,DIAMOND BRACELET,BT,502,1,12752.38
1,DIAMOND BANGLE,BN,503,1,5523.81
1,DIAMOND PENDANT,RN,506,1,4761.9
1,DIAMOND RING,RN,517,1,47619.05
1,DIAMOND,PN,521,1,21238.1
1,DIAMOND BRACELET,BR,525,1,8571.43
1,Multi Tourmaline              ,,532,1,190.48
1,DIAMOND PENDANT,PN,536,1,647.62
1,DIAMOND RING,RN,492,1,3523.81
1,DIAMOND RING,RN,492,1,4537.14
1,DIAMOND BANGLE,BN,208,1,48190.48
1,DIAMOND RING,RN,208,1,33333.33
1,DIAMOND BANGLE,BN,188,1,8095.24
1,DIAMOND EARRING,ER,216,1,6342.86
1,Multi Tourmaline              ,,216,1,514.29
1,DIAMOND PENDANT,PN,216,1,5142.86
1,DIAMOND BRACELET,BT,219,1,2095.24
1,DIAMOND BRACELET,BT,227,1,3619.05
1,DIAMOND PENDANT,PN,233,1,2142.86
1,DIAMOND RING,RN,229,1,34761.9
1,DIAMOND PENDANT,PN,232,1,3619.05
1,DIAMOND EARRING,ER,238,1,5761.9
1,DIAMOND PENDANT,PN,238,1,4904.76
1,DIAMOND PENDANT,PN,238,1,2142.86
1,DIAMOND PENDANT,PN,239,1,2619.05
1,DIAMOND PENDANT,PN,11,-1,-2142.86
1,DIAMOND BRACELET,BT,645,1,2285.71
1,DIAMOND BRACELET,BT,605,1,2095.24
1,DIAMOND RING,RN,644,1,3214.29
1,DIAMOND BRACELET,BT,603,1,1380.95
1,DIAMOND RING,RN,603,1,1238.1
1,DIAMOND EARRING,ER,603,1,1952.38
1,DIAMOND PENDANT,PN,603,1,1142.86
1,DIAMOND RING,RN,603,1,1238.1
1,DIAMOND BRACELET,BT,614,1,2000
1,DIAMOND BRACELET,BT,614,1,2190.48
1,DIAMOND BRACELET,BT,614,1,2000
1,DIAMOND BRACELET,BT,614,1,2095.24
1,DIAMOND RING,RN,614,1,1666.67
1,DIAMOND BRACELET,BT,614,1,2857.14
1,DIAMOND BRACELET,BT,614,1,2000
1,DIAMOND RING,RN,614,1,1666.67
1,DIAMOND RING,RN,614,1,1666.67
1,DIAMOND RING,RN,654,1,1238.1
1,Diamond Bracelet,,608,1,380.95
1,DIAMOND BRACELET,BR,611,1,2904.76
1,DIAMOND BRACELET,BR,34,-1,-2904.76
1,DIAMOND CHOKER NECKLACE,NK,619,1,3095.24
1,DIAMOND EARRING,ER,639,1,1190.48
1,DIAMOND PENDANT,PN,640,1,1652.38
1,DIAMOND EARRING,ER,652,1,700
1,DIAMOND,RN,664,1,84142.86
1,DIAMOND,RN,664,1,20619.05
1,GOLD HAND CHAIN,GHN,663,1,1047.62
1,DIAMOND EARRING,ER,674,1,2857.14
1,Multi Tourmaline              ,,200,1,190.48
1,DIAMOND EARRING,ER,1,1,15333.33
1,DIAMOND RING,RN,6,1,8690.48
1,Multi Tourmaline              ,,7,1,142.86
1,DIAMOND RING,RN,196,1,6190.48
1,Multi Tourmaline              ,,209,1,1428.57
1,,,209,1.4,39523.81
1,DIAMOND EARRING,ER,212,1,700
1,DIAMOND PENDANT,PN,213,1,2142.86
1,DIAMOND RING,RN,226,1,2380.95
1,DIAMOND BRACELET,BT,231,1,2142.86
1,DIAMOND  RING,RN,64,1,57142.86
1,DIAMOND RING,RN,66,1,19047.62
1,DIAMOND RING,RN,71,1,8190.48
1,DIAMOND RING,RN,74,1,3500
1,DIAMOND PENDANT,PN,90,1,11809.52
1,DIAMOND RING,RN,90,1,4952.38
1,DIAMOND RING,RN,116,1,2571.43
1,,,116,1.41,14190.48
1,,,116,2.13,44761.9
1,DIAMOND RING,RN,127,1,11009.52
1,,,1,1.5,45000
1,,,1,0.7,11298
1,,,1,0.7,11298
1,Multi Tourmaline              ,,1,1,2501
1,DIAMOND RING,REP,783,1,3047.62
1,Dia Bangle,,843,1,3523.81
1,DIAMOND BRACELET,BT,773,1,2000
1,GOLD PENDANT,PN,815,1,2857.14
1,DIAMOND BRACELET,BT,851,1,7619.05
1,DIAMOND RING,RN,827,1,4000
1,DIAMOND,NK,758,1,5904.76
1,DIAMOND RING,RN,762,1,18857.14
1,DIAMOND PENDANT,PN,769,1,2476.19
1,DIAMOND RING,RN,769,1,2276.19
1,DIAMOND PENDANT,PN,776,1,2476.19
1,DIAMOND RING,RN,807,1,5714.29
1,DIAMOND RING,RN,779,1,8095.24
1,DIAMOND EARRING,ER,779,1,2047.62
1,DIAMOND RING,RN,784,1,5300
1,DIAMOND RING,RN,784,1,5304.76
1,DIAMOND EARRING,ER,792,1,2523.81
1,DIAMOND RING,RN,792,1,4238.1
1,DIAMOND RING,RN,791,1,19047.62
1,DIAMOND PENDANT,PN,822,1,2261.9
1,,,814,1,47.62
1,DIAMOND EARRING,ER,817,1,2142.86
1,DIAMOND EARRING,ER,841,1,2142.86
1,DIAMOND EARRING,ER,39,-1,-2142.86
1,DIAMOND EARRING,ER,840,1,5142.86
1,DIAMOND PENDANT,PN,854,1,1571.43
1,DIAMOND EARRING,ER,414,1,14285.71
1,DIAMOND BRACELET,BT,433,1,3142.86
1,,,390,1.1,26047.62
1,DIAMOND EARRING,ER,390,1,904.76
1,DIAMOND RING,RN,390,1,952.38
1,DIAMOND RING,RN,409,1,17142.86
1,DIAMOND BRACELET,BT,386,1,11266.67
1,Diamond Bracelet,,434,1,619.05
1,DIAMOND RING,RN,434,1,4761.9
1,Diamond Bracelet,,434,1,1142.86
1,DIAMOND BANGLE,BN,434,1,4904.76
1,GOLD BRACELET WITH COLOR STONE,BT,382,1,1752.38
1,DIAMOND RING,RN,382,1,5476.19
1,DIAMOND RING,RN,382,1,2771.43
1,DIAMOND PENDANT,PN,379,1,5238.1
1,GOLD BRACELET WITH MOP,BT,392,1,1476.19
1,DIAMOND CHOKER NECKLACE,NK,440,1,2571.43
1,DIAMOND CHOKER NECKLACE,NK,440,1,2047.62
1,DIAMOND CHOKER NECKLACE,NK,440,1,2571.43
1,DIAMOND PENDANT,PN,447,1,6952.38
1,DIAMOND EARRING,ER,446,1,2380.95
1,DIAMOND RING,RN,101,1,12380.95
1,GOLD PENDANT,PN,101,1,1571.43
1,GOLD PENDANT,PN,101,1,1571.43
1,Diamond Earring,,6,-1,-286.34
1,DIAMOND,NK,84,1,6400
1,DIAMOND,PN,62,1,750
1,Multi Tourmaline              ,,62,1,1000
1,DIAMOND RING,RN,69,1,2417
1,DIAMOND RING,RN,69,1,1577
1,DIAMOND RING,RN,79,1,2082
1,DIAMOND PENDANT,PN,83,1,1026
1,DIAMOND RING,RN,83,1,1002
1,DIAMOND RING,RN,102,1,390
1,DIAMOND RING,RN,102,1,470
1,DIAMOND EARRING,ER,102,1,150
1,DIAMOND BRACELET WITH CHAIN,BT,105,1,762
1,DIAMOND BRACELET WITH CHAIN,BT,105,1,774
1,DIAMOND BRACELET WITH CHAIN,BT,105,1,768
1,DIAMOND BRACELET WITH CHAIN,BT,105,1,753
1,DIAMOND BRACELET WITH CHAIN,BT,105,1,753
1,Multi Tourmaline              ,,114,1,900
1,DIAMOND BRACELET,BR,89,1,125000
1,DIAMOND PENDANT,PN,115,1,2015
1,DIAMOND RING,RN,115,1,1770
1,DIAMOND  RING,RN,115,1,745
1,DIAMOND RING,RN,311,1,17142.86
1,,,304,1,95.24
1,GOLD EARRING,ER,291,1,2857.14
1,Multi Tourmaline              ,,278,1,142.86
1,DIAMOND NECKLACE,NK,303,1,76190.48
1,GOLD BRACELET,GB,283,1,595.24
1,DIAMOND RING,RN,289,1,1952.38
1,DIAMOND BRACELET,BT,289,1,1380.95
1,DIAMOND RING,RN,301,1,5714.29
1,DIAMOND CHOKER NECKLACE,NK,307,1,4142.86
1,GOLD NECKLACE,GN,314,1,3785.71
1,GOLD BRACELET,GB,314,1,2238.1
1,DIAMOND CHOKER NECKLACE,NK,277,1,2476.19
1,DIAMOND RING,RN,128,1,4146.95
1,DIAMOND EARRING,ER,128,1,5920.05
1,DIAMOND PENDANT,RN,128,1,3357
1,DIAMOND BRACELET,BT,128,1,3376
1,JEWELLERY REPAIRING,REP,140,1,5110
1,DIAMOND EARRING,,140,1,8100
1,JEWELLERY REPAIRING,REP,140,1,4100
1,DIAMOND EARRING,ER,151,1,30000
1,DIAMOND RING,RN,152,1,25000
1,DIAMOND RING,RN,158,1,30000
1,DIAMOND EARRING,ER,141,1,20000
1,DIAMOND RING,RN,148,1,5000
1,DIAMOND RING,RN,3,1,2714.29
1,DIAMOND RING,RN,58,1,4761.9
1,DIAMOND RING,RN,11,1,6000
1,DIAMOND RING,RN,11,1,3047.62
1,DIAMOND RING,RN,2,1,1523.81
1,Multi Tourmaline              ,,4,1,4666.67
1,DIAMOND RING,RN,42,1,13866.67
1,GOLD RING,RN,47,1,2380.95
1,,,51,1,95.24
1,DIAMOND RING,RN,50,1,10666.67
1,DIAMOND EARRING,ER,50,1,12857.14
1,DIAMOND PENDANT,PN,50,1,5780.95
1,DIAMOND EARRING,ER,54,1,2380.95
1,DIAMOND PENDANT,PN,54,1,2190.48
1,DIAMOND PENDANT,PN,59,1,7714.29
1,DIAMOND RING,RN,68,1,10285.71
1,GOLD BRACELET,BT,7,1,714.29
1,DIAMOND PENDANT,PN,20,1,11714.29
1,DIAMOND BRACELET,BT,9,1,3523.81
1,DIAMOND BRACELET,BR,18,1,4190.48
1,DIAMOND BRACELET,BT,2,-1,-3523.81
1,DIAMOND RING,RN,2,1,28571.43
1,DIAMOND,BN,2,1,2000
1,DIAMOND RING,RN,202,1,5300
1,DIAMOND EARRING,ER,202,1,5400
1,DIAMOND BRACELET,BT,202,1,2850
1,DIAMOND EARRING,ER,207,1,17000
1,DIAMOND EARRING,ER,203,1,6350
1,DIAMOND PENDANT,PN,203,1,2560
1,DIAMOND RING,RN,203,1,3090
1,DIAMOND RING,RN,204,1,4900
1,DIAMOND BRACELET,BT,210,1,1700
1,DIAMOND PENDANT,PN,211,1,1800
1,DIAMOND RING,RN,213,1,4860
1,DIAMOND EARRING,ER,214,1,53000
1,DIAMOND RING,RN,219,1,2500
1,DIAMOND PENDANT,PN,46,1,1750
1,DIAMOND RING,RN,38,1,4390
1,DIAMOND PENDANT,PN,38,1,2550
1,DIAMOND EARRING,ER,38,1,2560
1,DIAMOND BRACELET,BT,41,1,1600
1,DIAMOND BRACELET,BT,41,1,1600
1,DIAMOND PENDANT,PN,41,1,1700
1,DIAMOND BARACELET,BT,41,1,1600
1,DIAMOND PENDANT,PN,41,1,1700
1,DIAMOND PENDANT,PN,41,1,1700
1,DIAMOND BRACELET,BT,47,1,14500
1,DIAMOND PENDANT,PN,10,1,1666.67
1,DIAMOND CHOKER NECKLACE,NK,12,1,2619.05
1,DIAMOND CHOKER NECKLACE,NK,19,1,2428.57
1,DIAMOND EARRING,ER,28,1,12380.95
1,Gold Cross Pendant            ,,30,1,6990.48
1,DIAMOND CHOKER NECKLACE,NK,33,1,3333.33
1,,,35,1,66.67
1,DIAMOND,RN,36,1,5200
1,DIAMOND RING,RN,38,1,2095.24
1,Multi Tourmaline              ,,29,1,95.24
1,DIAMOND BRACELET,BT,18,1,1904.76
1,DIAMOND BANGLE,BN,1,1,30000
1,DIAMOND RING,RN,1,1,4523.81
1,DIAMOND CUFFLINK,CUF,1,1,8095.24
1,DIAMOND EARRING,ER,1,1,1095.24
1,DIAMOND BANGLE,BN,1,1,23333.33
1,GOLD BANGLE,BN,1,1,9523.81
1,DIAMOND RING BAN,RN,1,1,3333.33
1,DIAMOND PENDANT,PN,147,1,1904.76
1,,,147,2.12,67619.05
1,DIAMOND,BN,159,1,3142.86
1,DIAMOND PENDANT,PN,159,1,1538.87
1,DIAMOND EARRING,ER,159,1,8095.24
1,DIAMOND NECKLAE,NK,169,1,11619.05
1,DIAMOND BRACELET,BT,7,-1,-8285.94
1,Diamond Ring,,162,1,1190.48
1,DIAMOND BRACELET,BT,162,1,11428.57
1,DIAMOND PENDANT,PN,57,1,10000
1,DIAMOND EARRING,ER,58,1,2357.14
1,DIAMOND BRACELET,BT,624,1,1914.29
1,DIAMOND BRACELET,BT,653,1,2857.14
1,GOLD NECKLACE,NK,623,1,14285.71
1,DIAMOND EARRING,ER,626,1,8380.95
1,DIAMOND RING,RN,626,1,5238.1
1,DIAMOND PENDANT,PN,626,1,4476.19
1,DIAMOND BRACELET,BT,638,1,1666.67
1,DIAMOND BANGLE,BN,660,1,23809.52
1,DIAMOND RING,RN,665,1,5904.76
1,DIAMOND RING,RN,670,1,8571.43
1,DIAMOND PENDANT,PN,676,1,2247.62
1,DIAMOND RING,RN,676,1,2238.1
1,DIAMOND EARRING,ER,677,1,1000
1,DIAMOND EARRING,ER,319,1,4571.43
1,,,354,1,190.48
1,DIAMOND BANGLE,BN,347,1,13938.1
1,DIAMOND,NK,285,1,6476.19
1,DIAMOND RING,RN,285,1,10190.48
1,DIAMOND RING,RN,11,-1,-10190.48
1,DIAMOND RING,RN,296,1,10476.19
1,DIAMOND BANGLE,BN,349,1,23809.52
1,DIAMOND RING,RN,289,1,8571.43
1,DIAMOND BANGLE,BN,297,1,2857.14
1,DIAMOND PENDENT,PN,301,1,2190.48
1,DIAMOND RING,,304,1,4047.62
1,DIAMOND EARRING,ER,311,1,2857.14
1,DIAMOND EARRING,ER,322,1,3857.14
1,DIAMOND PENDANT,PN,323,1,3952.38
1,DIAMOND RING,RN,323,1,3428.57
1,DIAMOND EARRING,ER,323,1,4190.48
1,DIAMOND BRACELET,BT,323,1,2714.29
1,DIAMOND,BT,344,1,4657.14
1,DIAMOND CHOKER NECKLACE,NK,353,1,3952.38
1,DIAMOND EARRING,ER,356,1,2428.57
1,DIAMOND PENDANT,PN,9,1,6575.75
1,GOLD BRACELET,BR,9,1,3800
1,GOLD NECKLACE,NK,9,1,7800
1,DIAMOND PENDANT,PN,9,1,6575
1,DIAMOND RING,RN,10,1,3400
1,DIAMOND CUFFLINK,CUF,7,-1,-4761.9
1,DIAMOND,BT,79,1,8571.43
1,Multi Tourmaline              ,,79,1,3333.33
1,Multi Tourmaline              ,,79,1,6190.48
1,Diamond Pendant,,81,1,1009.52
1,DIAMOND PENDANT,PN,122,1,10476.19
1,DIAMOND RING,RN,99,1,16666.67
1,DIAMOND RING,RN,109,1,3142.86
1,DIAMOND BRACELET,BT,111,1,7142.86
1,Diamond Pendant,,112,1,7571.43
1,DIAMOND BRACELET,BR,115,1,1476.19
1,PEARL EARRING,ER,113,1,866.67
1,GOLD BRACELET,GBT,114,1,1285.71
1,DIAMOND PENDANT,PN,119,1,1714.29
1,DIAMOND BRACELET,BT,119,1,3619.05
1,DIAMOND BRACELET,BT,221,1,4547.62
1,DIAMOND CHOKER NECKLACE,NK,202,1,2571.43
1,DIAMOND CHOKER NECKLACE,NK,195,1,4857.14
1,DIAMOND BRACELET,BT,203,1,1571.43
1,DIAMOND BANGLE,BN,218,1,19047.62
1,DIAMOND RING,RN,218,1,15047.62
1,DIAMOND BANGLE,BN,204,1,12571.43
1,DIAMOND BANGLE,BN,204,1,8857.14
1,DIAMOND RING,RN,205,1,4761.9
1,DIAMOND RING,RN,213,1,13428.57
1,DIAMOND EARRING,ER,214,1,6190.48
1,DIAMOND EARRING,ER,214,1,1190.48
1,DIAMOND BRACELET,BR,217,1,4428.57
1,DIAMOND RING,RN,234,1,35714.29
1,DIAMOND RING,RN,240,1,2095.24
1,DIAMOND EARRING,ER,240,1,2761.9
1,DIAMOND BRACELET,BT,245,1,1142.86
1,DIAMOND RING,RN,251,1,7238.1
1,DIAMOND BRACELET,BT,284,1,6952.38
1,DIAMOND PENDANT,PN,254,1,4761.9
1,DIAMOND EARRING,ER,255,1,2857.14
1,DIAMOND EARRING,ER,255,1,2666.67
1,DIAMOND BRACELET,BR,256,1,2809.52
1,DIAMOND RING,RN,258,1,3142.86
1,DIAMOND PENDANT,PN,258,1,3238.1
1,DIAMOND,RN,273,1,9047.62
1,DIAMOND,RN,273,1,24285.71
1,DIAMOND PENDANT,PN,274,1,4000
1,DIAMOND RING,RN,274,1,11809.52
1,IGI CERTIFIED RING,,275,1,5095.24
1,DIAMOND RING,RN,278,1,10238.1
1,DIAMOND CHOKER NECKLACE,NK,279,1,3095.24
1,DIAMOND PENDANT,PN,279,1,5000
1,DIAMOND RING,RN,279,1,10952.38
1,DIAMOND BRACELET,BT,324,1,2761.9
1,DIAMOND RING,RN,326,1,8095.24
1,DIAMOND BRACELET,BT,923,1,1828.57
1,DIAMOND EARRING,ER,923,1,2933.33
1,DIAMOND RING,RN,45,-1,-4238.1
1,DIAMOND RING,RN,928,1,4238.1
1,DIAMOND PENDANT,PN,930,1,1571.43
1,DIAMOND BANGLE,BN,940,1,4190.48
1,Multi Tourmaline              ,,905,1,190.48
1,DIAMOND BRACELET,BR,42,-1,-3095.24
1,,,46,-1,-11000
1,,,46,-1,-11000
1,DIAMOND EARRING,ER,862,1,4285.71
1,DIAMOND EARRING,ER,868,1,3190.48
1,GOLD RING,RN,865,1,3523.81
1,DIAMOND EARRING,ER,866,1,3380.95
1,DIAMOND EARRING,ER,40,-1,-3380.95
1,DIAMOND PENDANT,PN,871,1,2666.67
1,,,871,1,16666.67
1,DIAMOND RING,RN,871,1,1428.57
1,DIAMOND EARRING,ER,871,1,10666.67
1,Multi Tourmaline              ,,872,1,142.86
1,DIAMOND BRACELET,BT,883,1,2000
1,DIAMOND BRACELET,BT,883,1,2000
1,DIAMOND NOSE PIN,NP,887,1,452.38
1,DIAMOND,NK,904,1,11047.62
1,DIAMOND RING,RN,906,1,2952.38
1,DIAMOND BRACELET,BT,915,1,2714.29
1,DIAMOND PENDANT,PN,917,1,1166.67
1,DIAMOND RING,RN,918,1,6952.38
1,Multi Tourmaline              ,,920,1,142.86
1,DIAMOND EARRING,ER,931,1,3238.1
1,DIAMOND PENDANT,PN,931,1,4952.38
1,DIAMOND BRACELET,BT,931,1,3047.62
1,DIAMOND EARRING,ER,929,1,2047.62
1,DIAMOND BRACELET,BR,964,1,4095.24
1,Diamond Pendant,,964,1,3523.81
1,DIAMOND EARRING,ER,103,1,15428.57
1,DIAMOND EARRING,ER,103,1,4095.24
1,DIAMOND EARRING,ER,101,1,3809.52
1,DIAMOND EARRING,ER,131,1,13333.33
1,DIAMOND EARRING,ER,6,-1,-3809.52
1,DIAMOND RING,RN,127,1,3619.05
1,DIAMOND EARRING,ER,127,1,1761.9
1,DIAMOND PENDANT,PN,127,1,2742.86
1,Multi Tourmaline              ,,127,1,10923.81
1,DIAMOND BANGLE,BN,106,1,14285.71
1,DIAMOND RING,RN,106,1,3333.33
1,DIAMOND EARRING,ER,106,1,8571.43
1,DIAMOND RING,RN,112,1,1904.76
1,DIAMOND CHOKER NECKLACE,NK,108,1,4761.9
1,DIAMOND NECKLACE,NK,274,1,1619.05
1,Multi Tourmaline              ,,282,1,200
1,DIAMOND BRACELET,BT,254,1,18571.43
1,DIAMOND RING,RN,260,1,2857.14
1,DIAMOND PENDANT,PN,272,1,2800
1,DIAMOND EARRING,ER,272,1,3485.71
1,DIAMOND BRACELET,BT,287,1,2380.95
1,DIAMOND BANGLE,BN,263,1,20857.14
1,DIAMOND RING,RN,269,1,2380.95
1,CHOKER NECKLACE,NK,269,1,4190.48
1,GOLD EARRING,ER,271,1,285.71
1,DIAMOND BRACELET,BT,273,1,1619.05
1,DIAMOND BRACELET,BT,273,1,1619.05
1,DIAMOND EARRING,ER,285,1,1428.57
1,DIAMOND BRACELET,BT,257,1,1857.14
1,DIAMOND PENDANT,PN,351,1,1790.48
1,DIAMOND PENDANT,PN,375,1,2476.19
1,DIAMOND RING,RN,375,1,3476.19
1,GOLD RING,RN,375,1,1761.9
1,DIAMOND,RN,339,1,26666.67
1,DIAMOND BRACELET,BT,333,1,4571.43
1,DIAMOND RING,RN,13,-1,-3047.62
1,Multi Tourmaline              ,,341,1,5085.71
1,DIAMOND RING,RN,341,1,3047.62
1,DIAMOND EARRING,ER,353,1,3571.43
1,GOLD EARRING,ER,353,1,1214.29
1,DIAMOND BANGLE,BN,353,1,1880.95
1,GOLD BANGLE,BN,366,1,6285.71
1,DIAMOND EARRING,RN,345,1,5238.1
1,DIAMOND BRACELET,BR,342,1,6857.14
1,DIAMOND PENDANT,PN,342,1,2857.14
1,DIAMOND EARRING,ER,380,1,8047.62
1,DIAMOND RING,RN,380,1,7380.95
1,GOLD RING,RN,348,1,1619.05
1,DIAMOND RING,RN,356,1,3657.14
1,DIAMOND PENDANT,PN,356,1,4585.71
1,DIAMOND EARRING,ER,356,1,2019.05
1,DIAMOND EARRING,ER,356,1,4947.62
1,DIAMOND BRACELET,BT,356,1,3333.33
1,DIAMOND RING,RN,356,1,2019.05
1,DIAMOND ANKLET,AN,357,1,1238.1
1,,,358,1,142.86
1,DIAMOND RING,RN,364,1,3904.76
1,Multi Tourmaline              ,,13,-1,-1714.29
1,DIAMOND RING,RN,714,1,2666.67
1,DIAMOND RING,RN,714,1,3523.81
1,DIAMOND EARRING,ER,741,1,857.14
1,DIAMOND EARRING,ER,741,1,1571.43
1,DIAMOND EARRING,ER,704,1,7047.62
1,BLACK ONYX PENDANT,PN,704,1,3873.33
1,DIAMOND PENDANT,PN,704,1,11428.57
1,DIAMOND AND MOP PENDANT,PN,728,1,4476.19
1,DIAMOND AND MOP PENDANT,PN,728,1,3428.57
1,DIAMOND PENDANT,PN,728,1,3142.86
1,DIAMOND PENDANT,PN,728,1,3142.86
1,DIAMOND PENDANT,PN,698,1,3095.24
1,Multi Tourmaline              ,,687,1,119.05
1,DIAMOND PENDANT,PN,690,1,161.9
1,DIAMOND PENDANT,PN,695,1,857.14
1,Multi Tourmaline              ,,707,1,19619.05
1,DIAMOND PENDANT,PN,708,1,1209.52
1,DIAMOND BANGLE,BN,719,1,4714.29
1,DIAMOND EARRING,ER,726,1,4761.9
1,DIAMOND EARRING,ER,726,1,10000
1,DIAMOND RING,RN,726,1,5047.62
1,DIAMOND BRACELET,BT,729,1,1571.43
1,DIAMOND EARRING,ER,729,1,4285.71
1,DIAMOND PENDANT,PN,729,1,2952.38
1,DIAMOND RING,RN,729,1,5857.14
1,DIAMOND RING,RN,729,1,3619.05
1,DIAMOND BANGLE,BN,736,1,5857.14
1,DIAMOND RING,RN,739,1,7238.1
1,DIAMOND  RING,RN,740,1,15333.33
1,GOLD EARRING WITH COLOR STONE,ER,749,1,857.14
1,GOLD BANGLE,BN,94,1,5281.13
1,Multi Tourmaline              ,,96,1,7971.24
1,DIAMOND RING,RN,7,-1,-862.45
1,DIAMOND BRACELET,BT,7,-1,-917.5
1,DIAMOND EARRING,ER,95,1,1801.97
1,DIAMOND NECKLACE,NK,95,1,7659.29
1,DIAMOND NECKLACE,NK,95,1,8165.75
1,DIAMOND NECKLACE,NK,95,1,53281.06
1,DIAMOND PENDANT,PN,118,1,836.76
1,DIAMOND RING,RN,93,1,1787.29
1,DIAMOND RING,RN,93,1,2697.45
1,DIAMOND PENDANT,PN,97,1,2205.67
1,DIAMOND EARRING,ER,97,1,1240.46
1,DIAMOND RING,RN,97,1,3218.59
1,DIAMOND  RING,RN,91,1,1236.79
1,DIAMOND  RING,RN,91,1,1295.51
1,DIAMOND RING,RN,91,1,862.45
1,DIAMOND RING,RN,91,1,2675.43
1,DIAMOND RING,RN,91,1,1735.91
1,DIAMOND RING,RN,91,1,873.46
1,DIAMOND RING,RN,91,1,1515.71
1,DIAMOND RING,RN,91,1,1556.08
1,DIAMOND RING,RN,91,1,1699.21
1,DIAMOND RING,RN,91,1,939.52
1,DIAMOND RING,RN,91,1,1141.37
1,DIAMOND RING,RN,91,1,836.76
1,DIAMOND RING,RN,91,1,1009.25
1,DIAMOND BANGLE,BN,99,1,7156.5
1,DIAMOND EARRING,ER,1,1,3666.67
1,DIAMOND PENDANT,PN,2,1,2809.52
1,GOLD EARRING WITH COLOR STONE,ER,2,1,1133.33
1,DIAMOND PENDANT,PN,2,1,4523.81
1,DIAMOND EARRING,ER,2,1,5476.19
1,DIAMOND PENDANT,PN,3,1,3457.14
1,DIAMOND RING,RN,5,1,2857.14
1,DIAMOND RING,RN,5,1,5000
1,DIAMOND EARRING,ER,6,1,571.43
1,DIAMOND,BN,12,1,4619.05
1,DIAMOND,BN,12,1,4190.48
1,GOLD PENDANT,PN,12,1,3238.1
1,DIAMOND,BN,12,1,5095.24
1,DIAMOND,RN,15,1,22547.62
1,DIAMOND RING,RN,16,1,8857.14
