BRANCH_CODE,VOCTYPE,VOCDATE,Date2,SYSTEM_DATE,DIVISION_CODE,STOCK_CODE,DESIGN_CODE,CATEGORY_CODE,COLLECTION,CATCOLL_CODE,BRAND_CODE,PARTYCODE,PCS,GROSSWT,STONEWT,NETWT,PUREWT,NETVALUECC,NETVALUEFC,Date,Year,Sales_quantity,Sales_value,sales_value_per_unit
SJGS,PS1,01-01-2014,01-01-2014,02/01/2014 11:1I:18,M,MR012371,LRC000488,RN,TWINS,RN_TWINS,BAND,BD8838,-1,-1,0,0,-1,-3460,-3460,01-01-2014,2014,1,3460,3460
SOFITL,PS1,01-01-2014,01-01-2014,01/01/2014 18:1I:39,D,R007077,CORE,RN,TWINS,RN_TWINS,BEZEL,BD8824,-1,-1,0,0,-1,-1500,-1500,01-01-2014,2014,1,1500,1500
MKD,PTB,02-01-2014,01-01-2014,11/01/2014 13:1I:28,M,MR012454,LRC000488,RN,TWINS,RN_TWINS,BAND,124018,-1,-1,0,0,-1,-1732.07,-1732.07,02-01-2014,2014,1,1732.07,1732.07
MKD,PTB,02-01-2014,01-01-2014,11/01/2014 11:1I:06,M,MR012373,LRC000488,RN,TWINS,RN_TWINS,BAND,124007,-1,-1,0,0,-1,-1701.13,-1701.13,02-01-2014,2014,1,1701.13,1701.13
MKD,PTB,02-01-2014,01-01-2014,11/01/2014 13:1I:28,M,MR012420,LRC000488,RN,ETERNAL,RN_ETERNAL,HALF ETERNITY,124018,-1,-1,0,0,-1,-1518.65,-1518.65,02-01-2014,2014,1,1518.65,1518.65
MCC,PS1,02-01-2014,01-01-2014,03/01/2014 15:1I:24,D,BR003856,NADA,BT,FESTIVE,BT_FESTIVE,ALLAH,BD8860,-1,-1,0,0,-1,-1300,-1300,02-01-2014,2014,1,1300,1300
KEMP,PS1,03-01-2014,01-01-2014,09/06/2014 10:6I:12,M,MR011746,LRC000488,RN,TWINS,RN_TWINS,BAND,BD8777,-1,-1,0,0,-1,-3200,-3200,03-01-2014,2014,1,3200,3200
LMAD,PS1,03-01-2014,01-01-2014,05/01/2014 13:1I:08,D,BR003969,NADA,BT,FESTIVE,BT_FESTIVE,CROSS,BD8903,-1,-1,0,0,-1,-1050,-1050,03-01-2014,2014,1,1050,1050
MKD,PTB,04-01-2014,01-01-2014,09/01/2014 17:1I:03,M,MR011806,LRC000488,RN,TWINS,RN_TWINS,BAND,124005,-1,-1,0,0,-1,-1809.88,-1809.88,04-01-2014,2014,1,1809.88,1809.88
SJGS,PS1,05-01-2014,01-01-2014,18/02/2014 19:2I:27,M,MR011720,LRC000488,RN,TWINS,RN_TWINS,BAND,BD8916,-1,-1,0,0,-1,-2805,-2805,05-01-2014,2014,1,2805,2805
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,PN005893,NADA,PN,DIP,PN_DIP,PET,124020,-1,-1,0,0,-1,-4875.2,-4875.2,06-01-2014,2014,1,4875.2,4875.2
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,PN005886,NADA,PN,CLEARANCE,PN_CLEARANCE,ALLAH,124020,-1,-1,0,0,-1,-3569.5,-3569.5,06-01-2014,2014,1,3569.5,3569.5
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000948,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-2890.5,-2890.5,06-01-2014,2014,1,2890.5,2890.5
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,PN005877,NADA,PN,CLEARANCE,PN_CLEARANCE,BUTTERFLY,124020,-1,-1,0,0,-1,-2844.6,-2844.6,06-01-2014,2014,1,2844.6,2844.6
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000904,NADA,PN,CLEARANCE,PN_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-2840.98,-2840.98,06-01-2014,2014,1,2840.98,2840.98
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004767,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2587.72,-2587.72,06-01-2014,2014,1,2587.72,2587.72
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004759,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2523.13,-2523.13,06-01-2014,2014,1,2523.13,2523.13
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004765,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2438.35,-2438.35,06-01-2014,2014,1,2438.35,2438.35
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004746,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2430.28,-2430.28,06-01-2014,2014,1,2430.28,2430.28
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004757,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2418.17,-2418.17,06-01-2014,2014,1,2418.17,2418.17
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000980,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-2175.94,-2175.94,06-01-2014,2014,1,2175.94,2175.94
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000963,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2070.99,-2070.99,06-01-2014,2014,1,2070.99,2070.99
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000939,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,HEART,124020,-1,-1,0,0,-1,-2061.29,-2061.29,06-01-2014,2014,1,2061.29,2061.29
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000931,SHEMMESSIAN,ER,AMEERA,ER_AMEERA,FWH,124020,-1,-1,0,0,-1,-2010.43,-2010.43,06-01-2014,2014,1,2010.43,2010.43
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000985,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1711.69,-1711.69,06-01-2014,2014,1,1711.69,1711.69
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000976,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1679.4,-1679.4,06-01-2014,2014,1,1679.4,1679.4
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000912,SHEMMESSIAN,PN,FESTIVE,PN_FESTIVE,HEART,124020,-1,-1,0,0,-1,-1525.99,-1525.99,06-01-2014,2014,1,1525.99,1525.99
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,N000942,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-1481.58,-1481.58,06-01-2014,2014,1,1481.58,1481.58
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004770,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1404.88,-1404.88,06-01-2014,2014,1,1404.88,1404.88
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004736,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-1364.51,-1364.51,06-01-2014,2014,1,1364.51,1364.51
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004732,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-1344.33,-1344.33,06-01-2014,2014,1,1344.33,1344.33
MCC,PTB,06-01-2014,01-01-2014,01/03/2014 10:3I:18,D,E004735,SHEMMESSIAN,ER,DIE,ER_DIE,PET,124020,-1,-1,0,0,-1,-1279.73,-1279.73,06-01-2014,2014,1,1279.73,1279.73
MCC,PTR,06-01-2014,01-01-2014,01/03/2014 10:3I:35,D,E004745,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1142.48,-1142.48,06-01-2014,2014,1,1142.48,1142.48
MOE,PS1,08-01-2014,01-01-2014,08/01/2014 21:1I:27,D,R009741,SHEMMESSIAN,RN,ORCHID,RN_ORCHID,TO,BD8959,-1,-1,0,0,-1,-1365,-1365,08-01-2014,2014,1,1365,1365
MCC,PS1,08-01-2014,01-01-2014,09/06/2014 12:6I:06,D,E003971,CORE,ER,FESTIVE,ER_FESTIVE,GIFTS,BD8961,-1,-1,0,0,-1,-900,-900,08-01-2014,2014,1,900,900
DMCC,PTB,09-01-2014,01-01-2014,09/01/2014 14:1I:20,M,MR012777,LRC000488,RN,DR,RN_DR,NA,124020,-1,-1,0,0,-1,-1499.04,-1499.04,09-01-2014,2014,1,1499.04,1499.04
DMCC,PTB,09-01-2014,01-01-2014,09/01/2014 14:1I:20,M,MR012781,LRC000488,RN,TWINS,RN_TWINS,BAND,124020,-1,-1,0,0,-1,-1496.99,-1496.99,09-01-2014,2014,1,1496.99,1496.99
DMCC,PTB,09-01-2014,01-01-2014,09/01/2014 14:1I:20,M,MR012775,LRC000488,RN,TWINS,RN_TWINS,BAND,124020,-1,-1,0,0,-1,-1483.22,-1483.22,09-01-2014,2014,1,1483.22,1483.22
DMCC,PTB,09-01-2014,01-01-2014,09/01/2014 14:1I:20,M,MR012783,LRC000488,RN,ETERNAL,RN_ETERNAL,BAND,124020,-1,-1,0,0,-1,-1424.19,-1424.19,09-01-2014,2014,1,1424.19,1424.19
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:18,D,PN005237,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-7600.57,-2071,10-01-2014,2014,1,7600.57,7600.57
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,PN005248,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-6400.48,-1744,10-01-2014,2014,1,6400.48,6400.48
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:18,D,R007280,CORE,RN,DR,RN_DR,PET,KK0002,-1,-1,0,0,0,-6128.9,-1670,10-01-2014,2014,1,6128.9,6128.9
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,RN008888,CORE,RN,DR,RN_DR,GEN,KK0002,-1,-1,0,0,0,-4715.95,-1285,10-01-2014,2014,1,4715.95,4715.95
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,PN005240,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-4385.65,-1195,10-01-2014,2014,1,4385.65,4385.65
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,PN005222,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-3636.97,-991,10-01-2014,2014,1,3636.97,3636.97
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:18,D,ER004814,CORE,ER,DIE,ER_DIE,GEN,KK0002,-1,-1,0,0,0,-2789.2,-760,10-01-2014,2014,1,2789.2,2789.2
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,RN008904,CORE,RN,DR,RN_DR,GEN,KK0002,-1,-1,0,0,0,-2168.97,-591,10-01-2014,2014,1,2168.97,2168.97
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,RN008883,CORE,RN,DR,RN_DR,GEN,KK0002,-1,-1,0,0,0,-2036.85,-555,10-01-2014,2014,1,2036.85,2036.85
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,PN005213,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-1930.42,-526,10-01-2014,2014,1,1930.42,1930.42
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:18,D,PN006056,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-1835,-500,10-01-2014,2014,1,1835,1835
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:18,D,PN005513,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-1504.7,-410,10-01-2014,2014,1,1504.7,1504.7
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,RN008903,CORE,RN,DR,RN_DR,GEN,KK0002,-1,-1,0,0,0,-1354.23,-369,10-01-2014,2014,1,1354.23,1354.23
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,CEPB2027,CORE,DIA,ER,DIA_ER,NA,KK0002,-1,-1,0,0,0,-1189.08,-324,10-01-2014,2014,1,1189.08,1189.08
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,CI3R00042A,CORE,DIA,RN,DIA_RN,NA,KK0002,-2,-2,0,0,0,-2202,-600,10-01-2014,2014,2,2202,1101
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:18,D,RN011039,CORE,RN,DR,RN_DR,GEN,KK0002,-1,-1,0,0,0,-1093.66,-298,10-01-2014,2014,1,1093.66,1093.66
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:18,D,PN005548,CORE,PN,DIP,PN_DIP,GEN,KK0002,-1,-1,0,0,0,-803.73,-219,10-01-2014,2014,1,803.73,803.73
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,CI3R00067,CORE,DIA,RN,DIA_RN,NA,KK0002,-1,-1,0,0,0,-734,-200,10-01-2014,2014,1,734,734
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,CORPBR0712,CORE,DIA,RN,DIA_RN,NA,KK0002,-1,-1,0,0,0,-572.52,-156,10-01-2014,2014,1,572.52,572.52
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,CI3E00240-1,CORE,DIA,ER,DIA_ER,NA,KK0002,-1,-1,0,0,0,-418.38,-114,10-01-2014,2014,1,418.38,418.38
RUS,CSL,10-01-2014,01-01-2014,22/01/2014 10:1I:49,D,CI3P00121-1,CORE,DIA,PND,DIA_PND,NA,KK0002,-1,-1,0,0,0,-367,-100,10-01-2014,2014,1,367,367
MOE,PS1,11-01-2014,01-01-2014,11/01/2014 22:1I:19,M,MR012265,LRC000488,RN,TWINS,RN_TWINS,BAND,BD8996,-1,-1,0,0,-1,-3500,-3500,11-01-2014,2014,1,3500,3500
KEMP,PTR,12-01-2014,01-01-2014,03/02/2014 14:2I:32,D,PN005884,NADA,PN,CLEARANCE,PN_CLEARANCE,ALLAH,124020,-1,-1,0,0,-1,-3625.6,-3625.6,12-01-2014,2014,1,3625.6,3625.6
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,E004769,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-2583.68,-2583.68,12-01-2014,2014,1,2583.68,2583.68
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,E004748,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2551.39,-2551.39,12-01-2014,2014,1,2551.39,2551.39
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,E004747,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2466.61,-2466.61,12-01-2014,2014,1,2466.61,2466.61
KEMP,PTR,12-01-2014,01-01-2014,03/02/2014 14:2I:32,D,N000906,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-2380.22,-2380.22,12-01-2014,2014,1,2380.22,2380.22
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,E004752,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-2377.8,-2377.8,12-01-2014,2014,1,2377.8,2377.8
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,N000958,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1978.13,-1978.13,12-01-2014,2014,1,1978.13,1978.13
KEMP,PTR,12-01-2014,01-01-2014,03/02/2014 14:2I:32,D,N000968,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1961.99,-1961.99,12-01-2014,2014,1,1961.99,1961.99
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,N000965,SHEMMESSIAN,PN,AMEERA,PN_AMEERA,FWH,124020,-1,-1,0,0,-1,-1957.95,-1957.95,12-01-2014,2014,1,1957.95,1957.95
KEMP,PTR,12-01-2014,01-01-2014,03/02/2014 14:2I:32,D,N000966,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1945.84,-1945.84,12-01-2014,2014,1,1945.84,1945.84
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,N000978,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1917.58,-1917.58,12-01-2014,2014,1,1917.58,1917.58
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 16:1I:46,M,MR012693,LRC000488,RN,TWINS,RN_TWINS,BAND,124005,-1,-1,0,0,-1,-1773.72,-1773.72,12-01-2014,2014,1,1773.72,1773.72
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 12:1I:34,M,MR012369,LRC000488,RN,TWINS,RN_TWINS,BAND,124018,-1,-1,0,0,-1,-1769.63,-1769.63,12-01-2014,2014,1,1769.63,1769.63
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 16:1I:46,M,MR012697,LRC000488,RN,TWINS,RN_TWINS,BAND,124005,-1,-1,0,0,-1,-1755.79,-1755.79,12-01-2014,2014,1,1755.79,1755.79
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 13:1I:14,M,MR012636,LRC000488,RN,TWINS,RN_TWINS,BAND,124007,-1,-1,0,0,-1,-1734.16,-1734.16,12-01-2014,2014,1,1734.16,1734.16
MKD,PTB,12-01-2014,01-01-2014,14/01/2014 10:1I:21,M,MR012555,LRC000488,RN,TWINS,RN_TWINS,BAND,124023,-1,-1,0,0,-1,-1711,-1711,12-01-2014,2014,1,1711,1711
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 11:1I:34,M,MR012642,LRC000488,RN,TWINS,RN_TWINS,BAND,124003,-1,-1,0,0,-1,-1709.39,-1709.39,12-01-2014,2014,1,1709.39,1709.39
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 16:1I:46,M,MR012691,LRC000488,RN,TWINS,RN_TWINS,BAND,124005,-1,-1,0,0,-1,-1708.16,-1708.16,12-01-2014,2014,1,1708.16,1708.16
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 12:1I:34,M,MR012695,LRC000488,RN,DR,RN_DR,NA,124018,-1,-1,0,0,-1,-1695.16,-1695.16,12-01-2014,2014,1,1695.16,1695.16
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 13:1I:14,M,MR012669,LRC000488,RN,TWINS,RN_TWINS,BAND,124007,-1,-1,0,0,-1,-1680.08,-1680.08,12-01-2014,2014,1,1680.08,1680.08
MKD,PTB,12-01-2014,01-01-2014,13/01/2014 12:1I:09,M,MR012466,LRC000488,RN,TWINS,RN_TWINS,BAND,124015,-1,-1,0,0,-1,-1669.47,-1669.47,12-01-2014,2014,1,1669.47,1669.47
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,E004717,SHEMMESSIAN,ER,CLEARANCE,ER_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-1352.4,-1352.4,12-01-2014,2014,1,1352.4,1352.4
KEMP,PTR,12-01-2014,01-01-2014,03/02/2014 14:2I:32,D,N000911,SHEMMESSIAN,NK,DIN,NK_DIN,PET,124020,-1,-1,0,0,-1,-1344,-1344,12-01-2014,2014,1,1344,1344
KEMP,PTB,12-01-2014,01-01-2014,03/02/2014 14:2I:09,D,P004951,NADA,PN,CLEARANCE,PN_CLEARANCE,CROSS,124020,-1,-1,0,0,-1,-1239,-1239,12-01-2014,2014,1,1239,1239
KEMP,PTR,12-01-2014,01-01-2014,03/02/2014 14:2I:32,D,RN010837,CORE,RN,CLEARANCE,RN_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-779,-779,12-01-2014,2014,1,779,779
MCC,PS1,13-01-2014,01-01-2014,14/01/2014 10:1I:37,D,R010244,CEJ,RN,PRECIOUS,RN_PRECIOUS,RBS,BD9020,-1,-1,0,0,-1,-2600,-2600,13-01-2014,2014,1,2600,2600
SOFITL,PTB,13-01-2014,01-01-2014,18/01/2014 17:1I:23,D,BT000998,NADA,BT,CLEARANCE,BT_CLEARANCE,EVIL EYE,124018,-1,-1,0,0,-1,-2538.8,-2538.8,13-01-2014,2014,1,2538.8,2538.8
SOFITL,PTR,13-01-2014,01-01-2014,18/01/2014 18:1I:52,D,R010298,CEJ,RN,CELESTE,RN_CELESTE,FWH,124020,-1,-1,0,0,-1,-2321.39,-2321.39,13-01-2014,2014,1,2321.39,2321.39
SOFITL,PTR,13-01-2014,01-01-2014,18/01/2014 18:1I:52,D,E005853,CEJ,ER,AMEERA,ER_AMEERA,CRISS CROSS,124020,-1,-1,0,0,-1,-2246.99,-2246.99,13-01-2014,2014,1,2246.99,2246.99
DM,PTR,13-01-2014,01-01-2014,19/01/2014 10:1I:09,D,R010204,CEJ,RN,TWINS,RN_TWINS,NA,124020,-1,-1,0,0,-1,-1873,-1873,13-01-2014,2014,1,1873,1873
DM,PTR,13-01-2014,01-01-2014,19/01/2014 10:1I:09,D,R010207,CEJ,RN,TWINS,RN_TWINS,NA,124020,-1,-1,0,0,-1,-1834,-1834,13-01-2014,2014,1,1834,1834
SOFITL,PTB,13-01-2014,01-01-2014,18/01/2014 17:1I:23,D,BT001008,NADA,BT,CLEARANCE,BT_CLEARANCE,EVIL EYE,124018,-1,-1,0,0,-1,-1592.8,-1592.8,13-01-2014,2014,1,1592.8,1592.8
SOFITL,PTB,13-01-2014,01-01-2014,18/01/2014 17:1I:23,D,BT001034,NADA,BT,FESTIVE,BT_FESTIVE,ALLAH,124018,-1,-1,0,0,-1,-1587.3,-1587.3,13-01-2014,2014,1,1587.3,1587.3
SOFITL,PTB,13-01-2014,01-01-2014,18/01/2014 17:1I:23,D,BT001027,NADA,BT,FESTIVE,BT_FESTIVE,FATIMA HAND,124018,-1,-1,0,0,-1,-932.8,-932.8,13-01-2014,2014,1,932.8,932.8
SOFITL,PTR,13-01-2014,01-01-2014,18/01/2014 18:1I:52,D,P005840,CEJ,PN,AMEERA,PN_AMEERA,FWH,124020,-1,-1,0,0,-1,-909.65,-909.65,13-01-2014,2014,1,909.65,909.65
DM,PTR,13-01-2014,01-01-2014,19/01/2014 10:1I:09,D,RN010837,CORE,RN,CLEARANCE,RN_CLEARANCE,GIFTS,124020,-1,-1,0,0,-1,-779,-779,13-01-2014,2014,1,779,779
MKD,PTB,14-01-2014,01-01-2014,19/01/2014 09:1I:58,M,MR012261,LRC000488,RN,TWINS,RN_TWINS,BAND,124005,-1,-1,0,0,-1,-1707.04,-1707.04,14-01-2014,2014,1,1707.04,1707.04
MOE,PTR,15-01-2014,01-01-2014,18/01/2014 16:1I:14,D,NK000811,NADA,NK,DIN,NK_DIN,MEM,124020,-1,-1,0,0,-1,-31445,-31445,15-01-2014,2014,1,31445,31445
MOE,PTR,15-01-2014,01-01-2014,18/01/2014 16:1I:14,D,ER004795,NADA,ER,DIE,ER_DIE,MEM,124020,-1,-1,0,0,-1,-17363.5,-17363.5,15-01-2014,2014,1,17363.5,17363.5
SMJ,PTR,15-01-2014,01-01-2014,18/01/2014 17:1I:34,D,PN004046,CORE,PN,CLEARANCE,PN_CLEARANCE,FWH,124020,-1,-1,0,0,-1,-7752.88,-7752.88,15-01-2014,2014,1,7752.88,7752.88
MOE,PTR,15-01-2014,01-01-2014,18/01/2014 16:1I:14,D,R010258,CEJ,RN,TWINS,RN_TWINS,BAND,124020,-1,-1,0,0,-1,-1894,-1894,15-01-2014,2014,1,1894,1894
MOE,PTR,15-01-2014,01-01-2014,18/01/2014 16:1I:14,D,R010259,CEJ,RN,TWINS,RN_TWINS,NA,124020,-1,-1,0,0,-1,-1821,-1821,15-01-2014,2014,1,1821,1821
DMCC,PTB,15-01-2014,01-01-2014,15/01/2014 18:1I:33,M,MR012953,LRC000488,RN,TWINS,RN_TWINS,BAND,124020,-1,-1,0,0,-1,-1485.55,-1485.55,15-01-2014,2014,1,1485.55,1485.55
MOE,PS1,16-01-2014,01-01-2014,09/06/2014 14:6I:05,D,P004475,CORE,PN,JE,PN_JE,PR,BD9037,-1,-1,0,0,-1,-4800,-4800,16-01-2014,2014,1,4800,4800
MKD,PTB,16-01-2014,01-01-2014,18/01/2014 18:1I:25,M,MR012953,LRC000488,RN,TWINS,RN_TWINS,BAND,124005,-1,-1,0,0,-1,-1708.38,-1708.38,16-01-2014,2014,1,1708.38,1708.38
MKD,PTB,16-01-2014,01-01-2014,18/01/2014 18:1I:28,M,MR012623,LRC000488,RN,TWINS,RN_TWINS,BAND,124010,-1,-1,0,0,-1,-1706.81,-1706.81,16-01-2014,2014,1,1706.81,1706.81
MCC,PS1,17-01-2014,01-01-2014,17/01/2014 18:1I:05,D,BR004112,NADA,BN,AMEERA,BN_AMEERA,FWH,BD2525,-1,-1,0,0,-1,-15000,-15000,17-01-2014,2014,1,15000,15000
KEMP,PS1,18-01-2014,01-01-2014,09/06/2014 14:6I:39,M,MR012555,LRC000488,RN,TWINS,RN_TWINS,BAND,BD9059,-1,-1,0,0,-1,-3225,-3225,18-01-2014,2014,1,3225,3225
LMAD,PS1,19-01-2014,01-01-2014,19/01/2014 14:1I:43,D,P005744,CEJ,PN,AMEERA,PN_AMEERA,BAGUETTES,BD9071,-1,-1,0,0,-1,-4232,-4232,19-01-2014,2014,1,4232,4232
MKD,PTB,22-01-2014,01-01-2014,28/10/2014 16:10I:46,D,R009008,NADA,RN,AMEERA,RN_AMEERA,FWH,124025,-1,-1,0,0,-1,-4196.7,-4196.7,22-01-2014,2014,1,4196.7,4196.7
MKD,PTB,22-01-2014,01-01-2014,28/10/2014 16:10I:46,D,PN005877,NADA,PN,CLEARANCE,PN_CLEARANCE,BUTTERFLY,124025,-1,-1,0,0,-1,-2586,-2586,22-01-2014,2014,1,2586,2586
MKD,PTB,22-01-2014,01-01-2014,28/10/2014 16:10I:46,D,E005798,CEJ,ER,PRECIOUS,ER_PRECIOUS,SPHS,124025,-1,-1,0,0,-1,-1800.38,-1800.38,22-01-2014,2014,1,1800.38,1800.38
MKD,PTB,22-01-2014,01-01-2014,28/10/2014 16:10I:46,D,N000939,SHEMMESSIAN,PN,CLEARANCE,PN_CLEARANCE,HEART,124025,-1,-1,0,0,-1,-1792.43,-1792.43,22-01-2014,2014,1,1792.43,1792.43
MKD,PTB,22-01-2014,01-01-2014,28/10/2014 16:10I:46,M,MR012777,LRC000488,RN,DR,RN_DR,NA,124025,-1,-1,0,0,-1,-1723.89,-1723.89,22-01-2014,2014,1,1723.89,1723.89
